nem	kor	isk.vegz	lakhely	csaladi.allapot	ido.mobil.alk	gyak.facebook	gyak.messenger	gyak.instagramm	gyak.twitter	gyak.snapchat	gyak.viber	gyak.youtube	gyak.skype	gyak.spotify	gyak.bongeszo	MirehasználodleggyakrabbanamobiltelefonodTöbbválaszismegjelö	Hahasználodnyelvtanulásraamobiltelefonodmelyikalkalmazástalka	Azérthasználokmobilalkamazásokatmert......kapcsolatottudoktar	Azérthasználokmobilalkamazásokatmert......kapcsolatottudokt_A	Azérthasználokmobilalkamazásokatmert......megkönnyítikatanu	Azérthasználokmobilalkamazásokatmert......megkönnyítikakomm	Azérthasználokmobilalkamazásokatmert......kikapcsolamindennap	Azérthasználokmobilalkamazásokatmert......kiélhetemakreativi	Azérthasználokmobilalkamazásokatmert......képeketésgondolat	Azérthasználokmobilalkamazásokatmert......mertmásokishaszná	Azérthasználokmobilalkamazásokatmert......könnyenhasznosinfo	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hossz	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Rögt	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Azért	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Szoron	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hüly	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hangul	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Kezdem	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Társa	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Halehe	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Jobban	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Könny	végzettség	lak	állapot	Neme	Idő	gyface	gymes	gyinsta	gytwitter	gysnapchat	gyviber	gyyoutube	gyskype	gyspotify	gychrome	kapcsolatbarátok	kapcsolatpár	könnyíttanulás	könnyítkomm	kikapcsol	kreativitás	képgondolatmegosztás	másokis	információszerzés	üzenethosszúság	Tárgyilagos	Unalomellen	Szorongás	Bohóckodás	Hangulatjelek	Csoportbeszélgetéskezdés	Magánbeszélgetéstársaságban	Üzenetpreferencia	Megnyílásüzenetben	Üzenetvonzóembernek	Üzenetvshívás	Hasznössz	Telefonál	Közösségi	Szöveges	Infószerző	Fénykép	Játék	Navigáció	Nyelvtanulás
Nő	22	OKJ szakképzés	Falu	Párkapcsolatban	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Ritkábban	Ritkábban	Hetente többször	Soha	Soha	Hetente többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	2 - inkább nem értek egyet	4 - inkább egyetértek	4 - gyakran jellemző	4 - gyakran jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	5 - mindig jellemző	2 - néha jellemző	2 - néha jellemző	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző		2	2	2	5	5	5	5	1	2	2	3	1	1	3	5	5	3	4	3	2	3	2	4	4	4	3	1	5	5	2	2	3	2	1	3	7	1	2	2	2	2	2	2	1
Nő	67	Szakiskola/Szakmunkásképző	Város	Egyedülálló	2-3 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Hetente többször	Soha	Hetente egyszer	Soha	Naponta többször	Közösségi média használata (Facebook, Instagram stb.)		5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	3 - általában jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	3	3	1	2	3	5	5	1	1	1	3	1	2	1	5	5	1	1	5	5	1	5	1	5	1	3	5	1	4	5	1	1	5	1	1	5	1	1	2	1	1	1	1	1	1
Nő	42	Főiskola/Egyetem	Megyeszékhely	Párkapcsolatban	Kevesebb, mint 1 órát	Naponta egyszer	Naponta többször	Soha	Soha	Ritkábban	Ritkábban	Hetente egyszer	Soha	Soha	Naponta egyszer	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	3 - részben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	4	2	2	1	4	5	1	1	2	2	2	1	1	4	5	3	3	5	3	3	2	1	3	1	5	1	1	2	4	1	1	2	1	1	2	3	2	1	2	2	1	1	1	1
Nő	20	Gimnázium/Szakközép iskola	Város	Párkapcsolatban	1-2 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta többször	Hetente egyszer	Naponta többször	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Telefonos játékokra	Duolingo	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	4 - gyakran jellemző	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	2 - néha jellemző	3 - általában jellemző	4	3	2	2	2	5	5	5	1	1	1	5	2	5	5	5	5	3	4	2	3	2	1	4	4	3	2	1	5	4	4	1	4	2	3	4	6	2	2	2	2	1	2	1	2
Nő	41	Gimnázium/Szakközép iskola	Megyeszékhely	Házas	2-3 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Ritkábban	Naponta többször	Naponta egyszer	Ritkábban	Soha	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	4	3	2	3	5	5	5	1	2	5	4	2	1	5	5	5	4	5	5	5	5	5	5	1	5	1	1	1	1	2	2	1	1	1	1	6	2	2	2	2	1	1	2	1
Nő	19	Gimnázium/Szakközép iskola	Város	Párkapcsolatban	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta többször	Ritkábban	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	2 - inkább nem értek egyet	4 - inkább egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	5 - mindig jellemző	4 - gyakran jellemző	3 - általában jellemző	4 - gyakran jellemző	5 - mindig jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	3	2	2	5	5	5	5	1	1	1	5	2	1	5	5	5	5	2	3	2	4	3	5	5	4	3	4	5	3	1	1	2	1	1	2	4	1	2	2	2	2	1	1	1
Nő	48	Főiskola/Egyetem	Megyeszékhely	Házas	1-2 órát	Naponta többször	Naponta többször	Ritkábban	Soha	Soha	Hetente egyszer	Hetente többször	Ritkábban	Soha	Soha	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.)	Duolingo	5 - teljes mértékben egyetértek	3 - részben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4 - gyakran jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	4	3	2	2	5	5	2	1	1	2	3	2	1	1	5	3	3	5	2	1	1	1	4	1	5	1	1	2	4	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1
Nő	19	Gimnázium/Szakközép iskola	Megyeszékhely	Egyedülálló	2-3 órát	Hetente többször	Naponta többször	Naponta többször	Soha	Hetente többször	Soha	Naponta többször	Ritkábban	Soha	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre		5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	3 - általában jellemző	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4	4	1	2	3	3	5	5	1	3	1	5	2	1	5	5	4	5	5	1	3	1	1	5	3	4	4	1	4	4	1	2	1	1	4	1	5	2	2	2	2	2	1	1	1
Nő	23	Főiskola/Egyetem	Falu	Párkapcsolatban	Kevesebb, mint 1 órát	Naponta egyszer	Naponta többször	Naponta egyszer	Soha	Soha	Naponta többször	Hetente többször	Ritkábban	Soha	Naponta egyszer	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	3 - részben egyetértek	2 - néha jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	2	2	2	1	4	5	4	1	1	5	3	2	1	4	5	5	3	5	1	1	1	1	3	2	4	1	1	1	2	2	1	1	1	1	1	3	2	1	2	1	1	1	2	1
Nő	20	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Ritkábban	Soha	Naponta többször	Soha	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre	50 languages	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	3 - általában jellemző	3 - általában jellemző	3 - általában jellemző	2 - néha jellemző	5 - mindig jellemző	5 - mindig jellemző	4 - gyakran jellemző	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	4	2	2	2	5	5	1	1	2	1	5	1	1	5	5	5	4	5	5	4	3	1	4	3	3	3	2	5	5	4	2	2	1	1	2	5	1	2	2	2	1	1	1	2
Nő	21	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta többször	Soha	Soha	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	3 - általában jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	5 - mindig jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4	4	2	2	5	5	5	5	1	1	1	5	1	1	5	5	5	5	5	3	3	2	2	5	3	3	1	2	5	5	2	1	4	1	2	4	4	2	2	2	2	1	1	1	1
Nő	21	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	3-4 órát	Hetente többször	Naponta többször	Naponta többször	Soha	Soha	Naponta többször	Naponta többször	Hetente egyszer	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	3 - részben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	2 - néha jellemző	3 - általában jellemző	3 - általában jellemző	4 - gyakran jellemző	2 - néha jellemző	3 - általában jellemző	2 - néha jellemző	2 - néha jellemző	4 - gyakran jellemző	4 - gyakran jellemző	2 - néha jellemző	4	4	2	2	3	3	5	5	1	1	5	5	2	1	5	5	5	4	4	3	3	4	3	5	2	3	3	4	2	3	2	2	4	4	2	4	3	1	2	2	2	1	1	1	1
Nő	24	Gimnázium/Szakközép iskola	Város	Egyedülálló	2-3 órát	Naponta egyszer	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta többször	Soha	Soha	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	1 - egyáltalán nem értek egyet	3 - részben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	2 - néha jellemző	4 - gyakran jellemző	3 - általában jellemző	4 - gyakran jellemző	3 - általában jellemző	5 - mindig jellemző	2 - néha jellemző	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4	3	1	2	3	4	5	5	1	1	1	5	1	1	5	5	1	4	5	4	1	3	3	5	2	4	3	4	3	5	2	2	2	1	2	2	6	2	2	2	2	2	2	2	1
Nő	20	Gimnázium/Szakközép iskola	Város	Egyedülálló	3-4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Naponta többször	Soha	Naponta többször	Soha	Naponta többször	Naponta többször	Közösségi média használata (Facebook, Instagram stb.), Telefonos játékokra	Duolingo	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	3 - részben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	3 - általában jellemző	2 - néha jellemző	2 - néha jellemző	4 - gyakran jellemző	2 - néha jellemző	2 - néha jellemző	2 - néha jellemző	2 - néha jellemző	2 - néha jellemző	4	3	1	2	3	5	5	5	1	5	1	5	1	5	5	5	5	5	5	3	3	2	3	3	1	5	3	2	2	4	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1
Nő	20	Gimnázium/Szakközép iskola	Város	Párkapcsolatban	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Ritkábban	Naponta többször	Soha	Naponta többször	Soha	Naponta többször	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	4 - inkább egyetértek	3 - részben egyetértek	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4 - gyakran jellemző	5 - mindig jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	4	3	2	2	5	5	5	5	2	5	1	5	1	5	5	5	5	1	5	1	1	4	4	3	3	2	1	2	4	5	4	1	5	5	5	5	2	1	1	1	1	2	1	1	1
Nő	19	Általános iskola	Város	Egyedülálló	2-3 órát	Naponta egyszer	Naponta többször	Naponta többször	Soha	Hetente többször	Soha	Hetente többször	Ritkábban	Naponta többször	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	3 - részben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4 - gyakran jellemző	2 - néha jellemző	2 - néha jellemző	3 - általában jellemző	2 - néha jellemző	3 - általában jellemző	2	3	1	2	3	4	5	5	1	3	1	3	2	5	5	5	5	4	4	2	3	3	1	4	4	4	1	1	4	4	2	2	3	2	3	3	5	2	1	2	2	2	1	1	1
Nő	19	Általános iskola	Város	Egyedülálló	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Naponta többször	Soha	Naponta többször	Soha	Hetente többször	Naponta többször	Közösségi média használata (Facebook, Instagram stb.)	5percangol	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	5 - mindig jellemző	5 - mindig jellemző	4 - gyakran jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	4 - gyakran jellemző	5 - mindig jellemző	5 - mindig jellemző	3 - általában jellemző	5 - mindig jellemző	2	3	1	2	5	5	5	5	1	5	1	5	1	3	5	5	1	5	5	5	1	5	1	5	5	5	4	5	5	5	4	5	5	3	5	5	1	1	2	1	1	1	1	1	1
