"nem";"kor";"isk.vegz";"lakhely";"csaladi.allapot";"ido.mobil.alk";"gyak.facebook";"gyak.messenger";"gyak.instagramm";"gyak.twitter";"gyak.snapchat";"gyak.viber";"gyak.youtube";"gyak.skype";"gyak.spotify";"gyak.bongeszo";"MirehasználodleggyakrabbanamobiltelefonodTöbbválaszismegjelö";"Hahasználodnyelvtanulásraamobiltelefonodmelyikalkalmazástalka";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudoktar";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudokt_A";"Azérthasználokmobilalkamazásokatmert......megkönnyítikatanu";"Azérthasználokmobilalkamazásokatmert......megkönnyítikakomm";"Azérthasználokmobilalkamazásokatmert......kikapcsolamindennap";"Azérthasználokmobilalkamazásokatmert......kiélhetemakreativi";"Azérthasználokmobilalkamazásokatmert......képeketésgondolat";"Azérthasználokmobilalkamazásokatmert......mertmásokishaszná";"Azérthasználokmobilalkamazásokatmert......könnyenhasznosinfo";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hossz";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Rögt";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Azért";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Szoron";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hüly";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hangul";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Kezdem";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Társa";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Halehe";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Jobban";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Könny";"végzettség";"lak";"állapot";"Neme";"Idõ";"gyface";"gymes";"gyinsta";"gytwitter";"gysnapchat";"gyviber";"gyyoutube";"gyskype";"gyspotify";"gychrome";"kapcsolatbarátok";"kapcsolatpár";"könnyíttanulás";"könnyítkomm";"kikapcsol";"kreativitás";"képgondolatmegosztás";"másokis";"információszerzés";"üzenethosszúság";"Tárgyilagos";"Unalomellen";"Szorongás";"Bohóckodás";"Hangulatjelek";"Csoportbeszélgetéskezdés";"Magánbeszélgetéstársaságban";"Üzenetpreferencia";"Megnyílásüzenetben";"Üzenetvonzóembernek";"Üzenetvshívás";"Hasznössz";"Telefonál";"Közösségi";"Szöveges";"Infószerzõ";"Fénykép";"Játék";"Navigáció";"Nyelvtanulás"
"Nõ";42;"Fõiskola/Egyetem";"Megyeszékhely";"Párkapcsolatban";"Kevesebb, mint 1 órát";"Naponta egyszer";"Naponta többször";"Soha";"Soha";"Ritkábban";"Ritkábban";"Hetente egyszer";"Soha";"Soha";"Naponta egyszer";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;4;2;2;1;4;5;1;1;2;2;2;1;1;4;5;3;3;5;3;3;2;1;3;1;5;1;1;2;4;1;1;2;1;1;2;3;2;1;2;2;1;1;1;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Párkapcsolatban";"1-2 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Hetente egyszer";"Naponta többször";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Telefonos játékokra";"Duolingo";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";4;3;2;2;2;5;5;5;1;1;1;5;2;5;5;5;5;3;4;2;3;2;1;4;4;3;2;1;5;4;4;1;4;2;3;4;6;2;2;2;2;1;2;1;2
"Nõ";41;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Házas";"2-3 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Ritkábban";"Naponta többször";"Naponta egyszer";"Ritkábban";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;3;2;3;5;5;5;1;2;5;4;2;1;5;5;5;4;5;5;5;5;5;5;1;5;1;1;1;1;2;2;1;1;1;1;6;2;2;2;2;1;1;2;1
"Nõ";19;"Gimnázium/Szakközép iskola";"Város";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Ritkábban";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;3;2;2;5;5;5;5;1;1;1;5;2;1;5;5;5;5;2;3;2;4;3;5;5;4;3;4;5;3;1;1;2;1;1;2;4;1;2;2;2;2;1;1;1
"Nõ";48;"Fõiskola/Egyetem";"Megyeszékhely";"Házas";"1-2 órát";"Naponta többször";"Naponta többször";"Ritkábban";"Soha";"Soha";"Hetente egyszer";"Hetente többször";"Ritkábban";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.)";"Duolingo";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;4;3;2;2;5;5;2;1;1;2;3;2;1;1;5;3;3;5;2;1;1;1;4;1;5;1;1;2;4;2;1;1;1;1;1;2;2;1;2;1;1;1;1;1
"Nõ";19;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Egyedülálló";"2-3 órát";"Hetente többször";"Naponta többször";"Naponta többször";"Soha";"Hetente többször";"Soha";"Naponta többször";"Ritkábban";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";4;4;1;2;3;3;5;5;1;3;1;5;2;1;5;5;4;5;5;1;3;1;1;5;3;4;4;1;4;4;1;2;1;1;4;1;5;2;2;2;2;2;1;1;1
"Nõ";23;"Fõiskola/Egyetem";"Falu";"Párkapcsolatban";"Kevesebb, mint 1 órát";"Naponta egyszer";"Naponta többször";"Naponta egyszer";"Soha";"Soha";"Naponta többször";"Hetente többször";"Ritkábban";"Soha";"Naponta egyszer";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;2;2;2;1;4;5;4;1;1;5;3;2;1;4;5;5;3;5;1;1;1;1;3;2;4;1;1;1;2;2;1;1;1;1;1;3;2;1;2;1;1;1;2;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Ritkábban";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre";"50 languages";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"3 - általában jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;2;2;2;5;5;1;1;2;1;5;1;1;5;5;5;4;5;5;4;3;1;4;3;3;3;2;5;5;4;2;2;1;1;2;5;1;2;2;2;1;1;1;2
"Nõ";21;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";4;4;2;2;5;5;5;5;1;1;1;5;1;1;5;5;5;5;5;3;3;2;2;5;3;3;1;2;5;5;2;1;4;1;2;4;4;2;2;2;2;1;1;1;1
"Nõ";21;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"3-4 órát";"Hetente többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Naponta többször";"Naponta többször";"Hetente egyszer";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"3 - általában jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";4;4;2;2;3;3;5;5;1;1;5;5;2;1;5;5;5;4;4;3;3;4;3;5;2;3;3;4;2;3;2;2;4;4;2;4;3;1;2;2;2;1;1;1;1
"Nõ";24;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"2-3 órát";"Naponta egyszer";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";4;3;1;2;3;4;5;5;1;1;1;5;1;1;5;5;1;4;5;4;1;3;3;5;2;4;3;4;3;5;2;2;2;1;2;2;6;2;2;2;2;2;2;2;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"3-4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Naponta többször";"Közösségi média használata (Facebook, Instagram stb.), Telefonos játékokra";"Duolingo";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";4;3;1;2;3;5;5;5;1;5;1;5;1;5;5;5;5;5;5;3;3;2;3;3;1;5;3;2;2;4;2;2;2;2;2;2;2;1;2;1;1;1;2;1;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Ritkábban";"Naponta többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";4;3;2;2;5;5;5;5;2;5;1;5;1;5;5;5;5;1;5;1;1;4;4;3;3;2;1;2;4;5;4;1;5;5;5;5;2;1;1;1;1;2;1;1;1
"Nõ";19;"Általános iskola";"Város";"Egyedülálló";"2-3 órát";"Naponta egyszer";"Naponta többször";"Naponta többször";"Soha";"Hetente többször";"Soha";"Hetente többször";"Ritkábban";"Naponta többször";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";2;3;1;2;3;4;5;5;1;3;1;3;2;5;5;5;5;4;4;2;3;3;1;4;4;4;1;1;4;4;2;2;3;2;3;3;5;2;1;2;2;2;1;1;1
"Nõ";19;"Általános iskola";"Város";"Egyedülálló";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Soha";"Hetente többször";"Naponta többször";"Közösségi média használata (Facebook, Instagram stb.)";"5percangol";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";2;3;1;2;5;5;5;5;1;5;1;5;1;3;5;5;1;5;5;5;1;5;1;5;5;5;4;5;5;5;4;5;5;3;5;5;1;1;2;1;1;1;1;1;1
